pitch start end duration velocity
D#5 4.0930 4.1395 0.0465 14
G1 4.1047 5.2674 1.1628 73
F4 4.1279 4.1977 0.0698 31
A5 4.1279 4.3023 0.1744 12
F4 4.2326 4.2791 0.0465 31
A4 4.2558 4.3023 0.0465 22
F#5 4.2558 4.3023 0.0465 13
D#5 4.2558 4.3140 0.0581 14
G5 4.2674 4.6512 0.3837 32
B3 4.2791 4.3023 0.0233 36
B3 4.3140 4.7326 0.4186 37
F#5 4.3372 4.3721 0.0349 14
F4 4.3372 4.3837 0.0465 32
A5 4.3605 4.5116 0.1512 31
F5 4.3605 4.5814 0.2209 37
G3 4.4186 4.4419 0.0233 33
F4 4.4186 4.4884 0.0698 32
B5 4.4302 5.2442 0.8140 31
C#5 4.4419 4.5000 0.0581 21
D#6 4.4767 4.5116 0.0349 37
D3 4.4767 4.5465 0.0698 49
C#7 4.4767 4.5465 0.0698 39
A#6 4.4767 4.5581 0.0814 50
B6 4.4767 4.5581 0.0814 53
G#6 4.4884 4.5349 0.0465 29
E6 4.4884 4.5465 0.0581 40
A6 4.4884 4.5465 0.0581 49
C7 4.4884 4.5465 0.0581 49
D7 4.4884 4.5465 0.0581 40
F#6 4.5000 4.5465 0.0465 33
D6 4.5000 4.6395 0.1395 41
F4 4.5000 4.8953 0.3953 31
A5 4.5233 4.9535 0.4302 34
D#5 4.5349 4.5814 0.0465 13
C#6 4.5465 4.6047 0.0581 16
D3 4.5814 4.6279 0.0465 49
F#5 4.5814 4.6860 0.1047 12
D3 4.6628 4.7093 0.0465 49
C#6 4.6744 5.2209 0.5465 28
C#5 4.6860 4.7326 0.0465 21
D3 4.7442 4.7907 0.0465 50
B3 4.7442 4.7907 0.0465 36
A4 4.7442 4.8953 0.1512 23
C#5 4.7674 4.8140 0.0465 21
C#5 4.8256 4.9302 0.1047 21
D#5 4.8256 4.9535 0.1279 15
D3 4.8488 4.8953 0.0465 50
F#5 4.8488 4.9767 0.1279 14
B4 4.8837 5.2209 0.3372 34
D6 4.8953 5.0116 0.1163 20
F4 4.9070 4.9767 0.0698 32
G#5 4.9186 5.0000 0.0814 9
D3 4.9302 4.9767 0.0465 50
C#5 4.9419 4.9767 0.0349 21
A5 4.9767 5.5000 0.5233 30
D3 5.0116 5.0581 0.0465 50
F4 5.0116 5.0581 0.0465 32
C#5 5.0116 5.0581 0.0465 22
D3 5.0930 5.1395 0.0465 50
F4 5.0930 5.1395 0.0465 32
C#5 5.0930 5.1395 0.0465 22
D#6 5.1047 5.1744 0.0698 11
F#5 5.1163 5.2791 0.1628 14
D#5 5.1512 5.2326 0.0814 15
C#5 5.1744 5.2209 0.0465 21
F4 5.1744 5.2442 0.0698 42
G#5 5.1860 5.2326 0.0465 10
D3 5.1977 5.2209 0.0233 50
A4 5.1977 5.2326 0.0349 23
A#3 5.2326 5.2558 0.0233 52
C#5 5.2326 5.2674 0.0349 28
D#3 5.2442 5.2558 0.0116 76
C3 5.2558 5.2674 0.0116 76
G#3 5.2558 5.2791 0.0233 55
D#5 5.2558 5.2907 0.0349 15
G4 5.2558 5.3023 0.0465 20
B5 5.2558 5.4419 0.1860 20
G5 5.2558 5.5465 0.2907 31
F4 5.2558 5.5698 0.3140 32
E2 5.2674 5.2791 0.0116 76
F5 5.2674 5.6163 0.3488 35
D#2 5.2791 5.2907 0.0116 78
C#5 5.2791 5.3372 0.0581 16
G3 5.2791 5.4070 0.1279 49
C#2 5.2907 5.3023 0.0116 88
A4 5.2907 5.4070 0.1163 20
C2 5.3023 5.3140 0.0116 91
B1 5.3140 5.3256 0.0116 82
A1 5.3256 5.3372 0.0116 73
F#1 5.3372 5.3488 0.0116 68
F2 5.3372 5.3488 0.0116 66
B4 5.3372 5.8023 0.4651 36
F1 5.3488 5.3605 0.0116 69
G2 5.3488 5.3837 0.0349 62
C#5 5.3488 5.3953 0.0465 18
D3 5.3605 5.4070 0.0465 48
B3 5.3605 5.4070 0.0465 34
G1 5.3605 5.9884 0.6279 73
B3 5.4186 5.7558 0.3372 37
D3 5.4419 5.4884 0.0465 49
G4 5.4419 5.8953 0.4535 41
D#6 5.4767 5.5116 0.0349 37
C7 5.4767 5.5465 0.0698 51
C#7 5.4767 5.5465 0.0698 39
A#6 5.4767 5.5581 0.0814 52
B6 5.4767 5.5581 0.0814 53
A#5 5.4884 5.5233 0.0349 25
G#5 5.4884 5.5349 0.0465 25
F7 5.4884 5.5349 0.0465 19
G#6 5.4884 5.5465 0.0581 32
A6 5.4884 5.5465 0.0581 49
D7 5.4884 5.5465 0.0581 41
C#6 5.4884 5.5930 0.1047 28
D6 5.5000 5.5465 0.0465 41
E6 5.5000 5.5465 0.0465 42
F#6 5.5000 5.5465 0.0465 32
D3 5.5233 5.5698 0.0465 47
F#5 5.5698 5.7093 0.1395 13
A5 5.5814 5.7442 0.1628 17
F4 5.6047 5.6512 0.0465 31
D3 5.6047 5.6744 0.0698 49
D#5 5.6512 5.7558 0.1047 14
F5 5.6744 5.9884 0.3140 26
F4 5.6860 5.7326 0.0465 32
D3 5.6860 5.9884 0.3023 50
G3 5.7093 5.7326 0.0233 31
C#5 5.7442 5.8023 0.0581 21
F4 5.7674 5.8140 0.0465 32
F#5 5.7674 5.8140 0.0465 13
B3 5.7674 5.8372 0.0698 37
G3 5.7907 5.8372 0.0465 42
B4 5.8372 6.0000 0.1628 33
B3 5.8488 5.8953 0.0465 37
G3 5.8488 5.9884 0.1395 53
A5 5.8488 6.0233 0.1744 16
F4 5.8721 5.8953 0.0233 31
A4 5.8721 5.9419 0.0698 23
F#5 5.8721 5.9884 0.1163 14
G#5 5.9070 5.9767 0.0698 9
G5 5.9302 6.0116 0.0814 16
F4 5.9535 5.9767 0.0233 32
A4 5.9535 5.9884 0.0349 28
C1 5.9884 6.0000 0.0116 66
D#2 5.9884 6.0000 0.0116 65
F#3 5.9884 6.0000 0.0116 68
G#4 5.9884 6.0116 0.0233 35
A#0 6.0000 6.0116 0.0116 67
C3 6.0000 6.0233 0.0233 79
C#5 6.0000 6.0233 0.0233 33
A#4 6.0000 6.0349 0.0349 32
F4 6.0000 6.2093 0.2093 48
F1 6.0116 6.0233 0.0116 75
B1 6.0233 6.0349 0.0116 83
C4 6.0233 6.0581 0.0349 37
C#2 6.0349 6.0465 0.0116 81
D2 6.0465 6.0581 0.0116 86
A3 6.0465 6.0814 0.0349 36
C3 6.0465 6.2558 0.2093 49
F3 6.0465 6.2558 0.2093 52
C2 6.0581 6.0698 0.0116 87
D#5 6.0581 6.2674 0.2093 17
G#1 6.0698 6.0814 0.0116 77
C4 6.0698 6.5814 0.5116 49
F#1 6.0814 6.0930 0.0116 65
A4 6.0814 6.4186 0.3372 34
E1 6.1047 6.1163 0.0116 70
C#5 6.1163 6.3023 0.1860 16
F1 6.1163 6.9884 0.8721 74
G4 6.2093 6.3488 0.1395 25
E5 6.2326 6.4186 0.1860 13
A3 6.2791 6.3256 0.0465 38
F4 6.3488 6.7674 0.4186 45
D#5 6.4070 6.6047 0.1977 18
F#5 6.4186 6.5000 0.0814 9
A#4 6.4767 6.5233 0.0465 20
B6 6.4767 6.5581 0.0814 53
G#5 6.4884 6.5233 0.0349 26
B5 6.4884 6.5349 0.0465 18
E6 6.4884 6.5349 0.0465 43
G6 6.4884 6.5349 0.0465 29
G#6 6.4884 6.5349 0.0465 34
F7 6.4884 6.5349 0.0465 17
C#7 6.4884 6.5465 0.0581 38
D6 6.4884 6.5581 0.0698 38
A6 6.4884 6.5581 0.0698 47
D#7 6.4884 6.5581 0.0698 35
D#6 6.5000 6.5233 0.0233 36
A5 6.5000 6.5349 0.0349 17
F#6 6.5000 6.5465 0.0465 30
C7 6.5000 6.5465 0.0465 50
D7 6.5000 6.5465 0.0465 39
F6 6.5000 6.5581 0.0581 27
A#6 6.5000 6.5581 0.0581 51
B4 6.5233 6.5581 0.0349 17
A3 6.5465 6.7209 0.1744 38
A4 6.5698 6.8837 0.3140 39
C#5 6.5930 6.6977 0.1047 15
G5 6.6047 6.6977 0.0930 10
E5 6.6395 6.7674 0.1279 13
C5 6.6860 6.9419 0.2558 30
F#5 6.6977 6.8140 0.1163 9
D#4 6.7093 6.8837 0.1744 31
G4 6.8023 6.9186 0.1163 25
F5 6.8140 6.9884 0.1744 17
C4 6.8721 6.9884 0.1163 45
A5 6.9302 7.0000 0.0698 10
C#5 6.9419 6.9884 0.0465 17
G#5 6.9767 7.0349 0.0581 10
B4 6.9767 7.1395 0.1628 40
D3 6.9767 7.2442 0.2674 52
G1 6.9884 7.0116 0.0233 69
G3 6.9884 7.2674 0.2791 70
G#1 7.0116 7.0233 0.0116 71
D5 7.0116 7.6512 0.6395 48
G1 7.0233 7.2674 0.2442 73
A5 7.0465 7.2093 0.1628 17
F4 7.1279 7.1977 0.0698 32
F#5 7.1744 7.2442 0.0698 14
B4 7.1977 7.5465 0.3488 38
F4 7.2093 7.3372 0.1279 48
A#5 7.2326 7.2674 0.0349 13
C6 7.2326 7.2674 0.0349 12
C3 7.2442 7.2674 0.0233 76
F1 7.2674 7.2791 0.0116 77
A#2 7.2674 7.2791 0.0116 67
B1 7.2791 7.2907 0.0116 89
G3 7.2791 7.5233 0.2442 54
D4 7.2791 7.7674 0.4884 44
C2 7.2907 7.3023 0.0116 87
D3 7.2907 7.6047 0.3140 49
C#2 7.3023 7.3140 0.0116 76
A5 7.3023 7.4419 0.1395 17
D2 7.3140 7.3256 0.0116 78
